Date,Open,Open*,High,Low,Lag ,Volume,Market Cap
"Jan 21, 2018",9.46414503,9.363593506,9.46466471,9.331513211,9.358768998,23.01934783,26.10196432
"Jan 20, 2018",9.363593506,9.343979259,9.480596491,9.363593506,9.464920573,23.19150943,26.00127335
"Jan 19, 2018",9.343979259,9.323561909,9.392061749,9.321174878,9.359398105,23.09727817,25.98154215
"Jan 18, 2018",9.323561909,9.34409299,9.401563855,9.300409569,9.34791732,23.43267511,25.96099421
"Jan 17, 2018",9.34409299,9.535036398,9.365462009,9.148708556,9.322650682,23.65874904,25.98140163
"Jan 16, 2018",9.535036398,9.530051494,9.535542193,9.229642874,9.349275886,23.65998032,26.17222918
"Jan 15, 2018",9.530051494,9.572953649,9.578138226,9.520886557,9.533857625,23.26885985,26.16712839
"Jan 14, 2018",9.572953649,9.543406815,9.582717391,9.4931104,9.530392824,23.12877749,26.20991582
"Jan 13, 2018",9.543406815,9.507024306,9.592843868,9.543406815,9.57221577,23.26986321,26.1802565
"Jan 12, 2018",9.507024306,9.61368323,9.563100664,9.484792818,9.545425933,23.21363255,26.14373889
"Jan 11, 2018",9.61368323,9.587988826,9.617058029,9.480817789,9.503442728,23.52869075,26.25025942
"Jan 10, 2018",9.587988826,9.624018329,9.614023894,9.52450857,9.614023894,23.64107981,26.22444649
"Jan 09, 2018",9.624018329,9.709672194,9.648434,9.576648765,9.58846169,23.53627647,26.26034417
"Jan 08, 2018",9.709672194,9.771514944,9.713409996,9.561574542,9.627081664,23.63637165,26.34588164
"Jan 07, 2018",9.771514944,9.767788097,9.774494418,9.685810284,9.709757162,23.48744429,26.40760042
"Jan 06, 2018",9.767788097,9.647123252,9.782020238,9.727024799,9.771497828,23.63096439,26.40374898
"Jan 05, 2018",9.647123252,9.633691239,9.781613661,9.6292349,9.765919452,23.89466843,26.28297777
"Jan 04, 2018",9.633691239,9.61435109,9.663941462,9.583433792,9.65497491,23.80440487,26.26941937
"Jan 03, 2018",9.61435109,9.51966162,9.653281082,9.605384705,9.629116494,23.54891535,26.24996103
"Jan 02, 2018",9.51966162,9.55479495,9.645014707,9.485210724,9.614611434,23.54741469,26.15514772
"Jan 01, 2018",9.55479495,9.46480428,9.55479495,9.484534388,9.522022134,23.054555,26.19016497
"Dec 31, 2017",9.46480428,9.594370722,9.573412808,9.45372567,9.557922098,23.2194668,26.10005237
"Dec 30, 2017",9.594370722,9.595317018,9.594370722,9.421419439,9.469020937,23.39414017,26.22950753
"Dec 29, 2017",9.595317018,9.671813974,9.634234616,9.568504207,9.592618733,23.29017481,26.2303357
"Dec 28, 2017",9.671813974,9.690510893,9.673344562,9.542323978,9.589221914,23.23582818,26.30671703
"Dec 27, 2017",9.690510893,9.549423483,9.736895634,9.623396595,9.670198964,23.24800199,26.32529609
"Dec 26, 2017",9.549423483,9.546519709,9.708761376,9.548874767,9.686562129,23.32256459,26.18410163
"Dec 25, 2017",9.546519709,9.589338294,9.588297241,9.506652597,9.548710806,23.09020506,26.18110515
"Dec 24, 2017",9.589338294,9.543141593,9.590556046,9.453106142,9.541498514,23.17188015,26.22380542
"Dec 23, 2017",9.543141593,9.673948594,9.6552313,9.534508653,9.59554835,23.29480879,26.17750945
"Dec 22, 2017",9.673948594,9.719708935,9.676800229,9.378647517,9.534725568,23.82326803,26.30819345
"Dec 21, 2017",9.719708935,9.784720908,9.773817268,9.63839507,9.667948746,23.52763177,26.35385735
"Dec 20, 2017",9.784720908,9.858401271,9.794492663,9.685188498,9.718638805,23.82108979,26.41876745
"Dec 19, 2017",9.858401271,9.857778636,9.861508639,9.757038803,9.78564389,23.55025396,26.4923428
"Dec 18, 2017",9.857778636,9.876927948,9.871532381,9.817706328,9.858186793,23.42055838,26.49158683
"Dec 17, 2017",9.876927948,9.784720908,9.907927681,9.85083017,9.859577461,23.31212701,26.51059564
"Dec 16, 2017",9.784720908,9.717236285,9.889221271,9.770830064,9.878036402,23.26805958,26.41826317
"Dec 15, 2017",9.717236285,9.704097148,9.806651709,9.717236285,9.781709673,23.38422443,26.35065671
"Dec 14, 2017",9.704097148,9.76995616,9.746002988,9.691895772,9.714986945,23.34629541,26.33737521
"Dec 13, 2017",9.76995616,9.736239813,9.778666684,9.682822178,9.705536489,23.28643669,26.40309709
"Dec 12, 2017",9.736239813,9.643900428,9.785930741,9.715445666,9.765110151,23.40454761,26.36926029
"Dec 11, 2017",9.643900428,9.626969595,9.77075013,9.642434428,9.737244048,23.22091594,26.27679503
"Dec 10, 2017",9.626969595,9.712526785,9.670962633,9.489985232,9.645713736,23.32100254,26.25974147
"Dec 09, 2017",9.712526785,9.787116644,9.728121748,9.523317315,9.627615467,23.3559673,26.3451692
"Dec 08, 2017",9.787116644,9.565641372,9.817570122,9.570591912,9.7153129,23.77424358,26.4196443
"Dec 07, 2017",9.565641372,9.386258135,9.792539232,9.550897113,9.792539232,23.61089495,26.19805435
"Dec 06, 2017",9.386258135,9.366121151,9.572835347,9.386258135,9.567420234,23.26142095,26.01852854
"Dec 05, 2017",9.366121151,9.333919909,9.395325046,9.35915685,9.385696057,22.65410006,25.99825828
"Dec 04, 2017",9.333919909,9.313140613,9.363679294,9.313059402,9.363679294,22.53685366,25.96592249
"Dec 03, 2017",9.313140613,9.303675876,9.380817054,9.293025739,9.334608997,22.61159378,25.94501529
"Dec 02, 2017",9.303675876,9.230005735,9.334344019,9.296985849,9.312409477,22.36002705,25.93542601
"Dec 01, 2017",9.230005735,9.20097566,9.30988702,9.179329466,9.303429906,22.63770301,25.8616257
"Nov 30, 2017",9.20097566,9.218050572,9.287394001,9.127181564,9.233431703,22.84080847,25.83246057
"Nov 29, 2017",9.218050572,9.192525628,9.351614214,9.169625663,9.199138869,23.17157766,25.84941196
"Nov 28, 2017",9.192525628,9.143422489,9.222832025,9.183616448,9.216203152,22.57153481,25.82376621
"Nov 27, 2017",9.143422489,9.08126077,9.192008363,9.143422489,9.192008363,22.45550882,25.77453751
"Nov 26, 2017",9.08126077,9.016963126,9.161457854,9.079729283,9.141049242,22.42356404,25.71226202
"Nov 25, 2017",9.016963126,8.996406778,9.08147465,9.010809582,9.08147465,22.19161473,25.64784929
"Nov 24, 2017",8.996406778,9.015830438,9.032906053,8.979785676,9.018415652,22.34435758,25.62717672
"Nov 23, 2017",9.015830438,8.996893406,9.020075349,8.992031365,8.992031365,22.1643277,25.6464824
"Nov 22, 2017",8.996893406,9.012589188,9.024283046,8.996586351,9.01839869,22.01347046,25.6274363
"Nov 21, 2017",9.012589188,8.992068684,9.029856326,8.957086779,8.996064883,22.17666028,25.64300586
"Nov 20, 2017",8.992068684,8.957514373,9.028441926,8.980846701,9.011967479,21.97272335,25.62235113
"Nov 19, 2017",8.957514373,8.948613205,8.999855115,8.94820908,8.9917477,21.87045239,25.58768004
"Nov 18, 2017",8.948613205,8.968723484,8.972716231,8.917771713,8.960615394,22.02269154,25.57861091
"Nov 17, 2017",8.968723484,8.898808132,8.987770406,8.930770639,8.950142459,22.26049213,25.59866161
"Nov 16, 2017",8.898808132,8.800077774,8.983110985,8.878578225,8.971028058,22.35716414,25.52863024
"Nov 15, 2017",8.800077774,8.788971466,8.901400614,8.800077774,8.897756132,22.15855986,25.42979153
"Nov 14, 2017",8.788971466,8.689169756,8.819514584,8.773655458,8.800226977,21.88551311,25.41858746
"Nov 13, 2017",8.689169756,8.747582429,8.826322127,8.673220395,8.788668135,22.55796506,25.31867857
"Nov 12, 2017",8.747582429,8.797640657,8.798613198,8.615953775,8.691158263,22.91574026,25.37703569
"Nov 11, 2017",8.797640657,8.878181021,8.835377795,8.732984985,8.757406227,22.3142709,25.42703171
"Nov 10, 2017",8.878181021,8.915543717,8.897272113,8.769797676,8.797569643,22.37350974,25.50747721
"Nov 09, 2017",8.915543717,8.873661314,8.915543717,8.868064125,8.87396933,21.89458631,25.54472413
"Nov 08, 2017",8.873661314,8.856959995,8.958851357,8.869822764,8.917269137,22.24980029,25.50273381
"Nov 07, 2017",8.856959995,8.90967032,8.889214574,8.856959995,8.874081313,21.56756205,25.48591829
"Nov 06, 2017",8.90967032,8.909845904,8.915401365,8.854709169,8.856911582,21.85849931,25.53852676
"Nov 05, 2017",8.909845904,8.876890763,8.938200885,8.900165898,8.91023613,21.59053858,25.5385997
"Nov 04, 2017",8.876890763,8.866092181,8.921705846,8.858124045,8.906522143,21.63305548,25.50554401
"Nov 03, 2017",8.866092181,8.821403418,8.917483601,8.85408534,8.882913502,21.93813704,25.49466207
"Nov 02, 2017",8.821403418,8.770434429,8.90481064,8.818588802,8.8648173,22.26094348,25.44985688
"Nov 01, 2017",8.770434429,8.721279502,8.819858946,8.760591033,8.819858946,21.77768936,25.39877332
"Oct 31, 2017",8.721279502,8.718475518,8.774997846,8.716589803,8.774684062,21.56111059,25.34951235
"Oct 30, 2017",8.718475518,8.65772701,8.734719395,8.70630001,8.721036485,21.29545934,25.34660005
"Oct 29, 2017",8.65772701,8.663510988,8.741249926,8.652524463,8.724833181,21.77375174,25.28573518
"Oct 28, 2017",8.663510988,8.682663561,8.678754062,8.646323162,8.657492381,21.06253416,25.29145664
"Oct 27, 2017",8.682663561,8.656598548,8.697577874,8.653264855,8.662314659,21.25983523,25.31053067
"Oct 26, 2017",8.656598548,8.616966126,8.695640587,8.651937348,8.683525939,21.36776884,25.28432843
"Oct 25, 2017",8.616966126,8.688709919,8.657707894,8.593761563,8.657094255,21.39977029,25.24455646
"Oct 24, 2017",8.688709919,8.700514249,8.688709919,8.613263083,8.617335315,21.72965318,25.31617719
"Oct 23, 2017",8.700514249,8.705606158,8.712034383,8.653901781,8.687833453,21.59950095,25.32785185
"Oct 22, 2017",8.705606158,8.698979605,8.712144654,8.664291634,8.700917098,21.43357982,25.33280646
"Oct 21, 2017",8.698979605,8.64964325,8.731478423,8.69367607,8.704767594,21.51494527,25.32606521
"Oct 20, 2017",8.64964325,8.627614082,8.709483231,8.635372593,8.701421263,21.5795645,25.27659416
"Oct 19, 2017",8.627614082,8.631203787,8.655972042,8.618134758,8.649715075,21.30018253,25.2544342
"Oct 18, 2017",8.631203787,8.655489713,8.631203787,8.547031566,8.628857993,21.59843036,25.2579084
"Oct 17, 2017",8.655489713,8.646038371,8.66567354,8.60753103,8.631505322,21.3229646,25.28207057
"Oct 16, 2017",8.646038371,8.671794056,8.6615065,8.620509419,8.65270088,21.4204399,25.27248982
"Oct 15, 2017",8.671794056,8.638265035,8.674620782,8.608606698,8.644387799,21.40436068,25.29809949
"Oct 14, 2017",8.638265035,8.605965683,8.672092163,8.629027904,8.671079265,21.23550846,25.26446268
"Oct 13, 2017",8.605965683,8.482514786,8.672537444,8.600955128,8.638916897,22.00849046,25.23206168
"Oct 12, 2017",8.482514786,8.474129102,8.602803754,8.480944059,8.602803754,21.74988433,25.10849608
"Oct 11, 2017",8.474129102,8.471402624,8.491614837,8.466242996,8.481872702,20.9239838,25.10000602
"Oct 10, 2017",8.471402624,8.436963133,8.501504769,8.469073802,8.472612057,21.19148037,25.09715697
"Oct 09, 2017",8.436963133,8.396080368,8.49263612,8.426009486,8.470524974,21.40065958,25.06260024
"Oct 08, 2017",8.396080368,8.382369536,8.439045687,8.390640817,8.436087252,20.99624282,25.02157657
"Oct 07, 2017",8.382369536,8.372042556,8.399283148,8.371253707,8.395452585,20.62557362,25.00774993
"Oct 06, 2017",8.372042556,8.349928903,8.39237119,8.371133359,8.382703626,20.79086841,24.99729793
"Oct 05, 2017",8.349928903,8.370864837,8.380832658,8.334243437,8.372955548,20.87321054,24.97509409
"Oct 04, 2017",8.370864837,8.391280701,8.378462018,8.345317684,8.34980596,20.83370643,24.99593091
"Oct 03, 2017",8.391280701,8.388407093,8.39671227,8.356763842,8.370427178,20.97637199,25.01620576
"Oct 02, 2017",8.388407093,8.375871533,8.40519514,8.384223926,8.391475762,21.08214934,25.01322104
"Oct 01, 2017",8.375871533,8.334738026,8.390209459,8.359324609,8.390209459,20.91240576,25.00058868
"Sep 30, 2017",8.334738026,8.336059729,8.37986718,8.333477063,8.375332348,20.91177653,24.95935009
"Sep 29, 2017",8.336059729,8.342156237,8.346317085,8.303824213,8.334008062,21.03592097,24.96054412
"Sep 28, 2017",8.342156237,8.266919935,8.361547061,8.321105312,8.336804965,21.26111501,24.9665073
"Sep 27, 2017",8.266919935,8.275990043,8.345229803,8.26483193,8.342999315,21.24614651,24.89115821
"Sep 26, 2017",8.275990043,8.211097287,8.286493665,8.260983946,8.266768367,20.76607625,24.90012697
"Sep 25, 2017",8.211097287,8.241742674,8.281534147,8.211097287,8.275394205,21.04114486,24.83514084
"Sep 24, 2017",8.241742674,8.196965888,8.241742674,8.207101897,8.211439473,20.45931982,24.8656749
"Sep 23, 2017",8.196965888,8.196442324,8.247798874,8.187182434,8.240754343,20.64866513,24.82077206
"Sep 22, 2017",8.196442324,8.269108684,8.231714024,8.175696755,8.197180746,20.90126975,24.82014552
"Sep 21, 2017",8.269108684,8.27291793,8.27293325,8.192468086,8.197274388,21.06790464,24.89268077
"Sep 20, 2017",8.27291793,8.312329049,8.301866509,8.257834207,8.270256311,20.91704649,24.89639847
"Sep 19, 2017",8.312329049,8.186211057,8.317294864,8.260717754,8.275113987,21.17049969,24.93569413
"Sep 18, 2017",8.186211057,8.190432049,8.313663524,8.186211057,8.310218221,21.38760708,24.8094791
"Sep 17, 2017",8.190432049,8.199120638,8.206531771,8.144864943,8.183922225,20.9376915,24.81356556
"Sep 16, 2017",8.199120638,8.060318993,8.24507996,8.157023577,8.195620602,21.32122283,24.82212685
"Sep 15, 2017",8.060318993,8.262396421,8.225088018,7.98841403,8.19905741,22.145909,24.6831929
"Sep 14, 2017",8.262396421,8.32651199,8.273999982,8.056382378,8.056727927,21.72254018,24.8851382
"Sep 13, 2017",8.32651199,8.335402694,8.32651199,8.24010019,8.264257736,21.52050723,24.94910931
"Sep 12, 2017",8.335402694,8.324207777,8.376700482,8.315130861,8.326228793,21.34627485,24.95785628
"Sep 11, 2017",8.324207777,8.349801231,8.357416381,8.318595901,8.333575595,21.16623865,24.94653118
"Sep 10, 2017",8.349801231,8.349912354,8.353600745,8.281734114,8.32432178,21.24151782,24.97201962
"Sep 09, 2017",8.349912354,8.434932693,8.368419364,8.322177808,8.349025396,21.04985367,24.97200676
"Sep 08, 2017",8.434932693,8.431447922,8.446985296,8.312670196,8.34966172,21.71684719,25.05689236
"Sep 07, 2017",8.431447922,8.384025161,8.445705783,8.409904151,8.433785495,21.33553913,25.05327523
"Sep 06, 2017",8.384025161,8.349552935,8.437554569,8.384025161,8.433185299,21.49896028,25.00573039
"Sep 05, 2017",8.349552935,8.43199036,8.395667159,8.293577028,8.384011452,21.71576548,24.97110944
"Sep 04, 2017",8.43199036,8.430604271,8.43199036,8.320788937,8.351447886,21.81764585,25.05341348
"Sep 03, 2017",8.430604271,8.497280238,8.458309054,8.393349578,8.430100357,21.38243733,25.05191411
"Sep 02, 2017",8.497280238,8.455692186,8.51218869,8.404973651,8.429185682,21.72468417,25.11846286
"Sep 01, 2017",8.455692186,8.424110329,8.495358541,8.450739237,8.495358541,21.67842337,25.07674381
"Aug 31, 2017",8.424110329,8.427347255,8.462958734,8.422750635,8.456038804,21.38849182,25.04504208
"Aug 30, 2017",8.427347255,8.386904535,8.439560245,8.405459074,8.426239508,21.38484495,25.04814788
"Aug 29, 2017",8.386904535,8.385819469,8.439378666,8.378420659,8.42924028,21.63397301,25.00759419
"Aug 28, 2017",8.385819469,8.376804052,8.390252603,8.348689329,8.385411125,21.39586842,25.00640954
"Aug 27, 2017",8.376804052,8.382989573,8.393123184,8.37038317,8.385461322,21.15339754,24.99727844
"Aug 26, 2017",8.382989573,8.373973879,8.384639606,8.359256688,8.378482696,21.13644114,25.00338571
"Aug 25, 2017",8.373973879,8.327871189,8.401939454,8.368078145,8.382884354,21.27021315,24.99429247
"Aug 24, 2017",8.327871189,8.316058166,8.383979463,8.326095638,8.374403069,21.43511209,24.94811074
"Aug 23, 2017",8.316058166,8.293637055,8.356033338,8.313462486,8.331229811,21.58607984,24.93617831
"Aug 22, 2017",8.293637055,8.316417602,8.325732399,8.209194119,8.318869074,22.04881182,24.91369301
"Aug 21, 2017",8.316417602,8.340291322,8.32096904,8.291195571,8.294484546,21.75320306,24.93638702
"Aug 20, 2017",8.340291322,8.327907441,8.341956081,8.311368794,8.315727958,21.46984477,24.9601612
"Aug 19, 2017",8.327907441,8.372014807,8.353087121,8.286659903,8.341338678,21.81378547,24.94766011
"Aug 18, 2017",8.372014807,8.385817189,8.382548036,8.297892248,8.333419381,21.80225688,24.99165474
"Aug 17, 2017",8.385817189,8.342920753,8.408426883,8.353193166,8.373713045,21.66067598,25.00532157
"Aug 16, 2017",8.342920753,8.372627429,8.385084786,8.292653666,8.384034301,21.54394394,24.96232672
"Aug 15, 2017",8.372627429,8.310439588,8.402000049,8.270315193,8.338528141,21.90439469,24.99192079
"Aug 14, 2017",8.310439588,8.263600742,8.372197477,8.291335961,8.372197477,21.6246825,24.92963317
"Aug 13, 2017",8.263600742,8.202655034,8.344835431,8.257852352,8.312198941,21.87354985,24.88268159
"Aug 12, 2017",8.202655034,8.123800913,8.281450605,8.192487457,8.264803614,21.52058833,24.82163728
"Aug 11, 2017",8.123800913,8.114276832,8.210591941,8.123296906,8.202652295,21.42695228,24.74267131
"Aug 10, 2017",8.114276832,8.137512782,8.14712901,8.107560411,8.126009615,21.13875388,24.73304512
"Aug 09, 2017",8.137512782,8.122733303,8.138202522,8.085693095,8.114465334,21.1078205,24.75617639
"Aug 08, 2017",8.122733303,8.074891885,8.156180281,8.115470073,8.137378286,21.28445753,24.74127456
"Aug 07, 2017",8.074891885,8.088749077,8.130848125,8.064916311,8.12531733,21.11684728,24.6933181
"Aug 06, 2017",8.088749077,7.97164844,8.099642344,8.056933931,8.075252878,20.82313832,24.70706796
"Aug 05, 2017",7.97164844,7.939846638,8.098645883,7.963748821,8.087305259,21.38888765,24.58983531
"Aug 04, 2017",7.939846638,7.904541539,7.972234955,7.917069943,7.971047769,20.72538359,24.55789363
"Aug 03, 2017",7.904541539,7.911005053,7.942117005,7.895488147,7.939062557,20.50610063,24.52248738
"Aug 02, 2017",7.911005053,7.962520168,7.923902205,7.889305522,7.904951116,20.81397454,24.5288344
"Aug 01, 2017",7.962520168,7.924159183,7.979801117,7.895663169,7.907747249,21.00442921,24.58023691
"Jul 31, 2017",7.924159183,7.909999829,7.968880285,7.908611399,7.963926207,20.57311133,24.54176467
"Jul 30, 2017",7.909999829,7.939878701,7.922453208,7.880369632,7.921963697,20.37504506,24.52749648
"Jul 29, 2017",7.939878701,7.893471322,7.940498384,7.898336823,7.910755676,20.50479386,24.55725595
"Jul 28, 2017",7.893471322,7.839411357,7.971586319,7.893471322,7.940587387,21.0454218,24.51073192
"Jul 27, 2017",7.839411357,7.854679963,7.898529912,7.835713678,7.890500196,20.48640868,24.45655684
"Jul 26, 2017",7.854679963,7.922079751,7.867396646,7.804169781,7.835757167,20.65862491,24.47171053
"Jul 25, 2017",7.922079751,7.91304541,7.925909218,7.816400861,7.854179405,21.10176391,24.53900038
"Jul 24, 2017",7.91304541,7.940263377,7.929220109,7.900707007,7.921121904,20.57994266,24.52983054
"Jul 23, 2017",7.940263377,7.889320511,7.948802012,7.883800607,7.912203398,20.79357517,24.55691857
"Jul 22, 2017",7.889320511,7.950999315,7.9594227,7.885220129,7.940982466,20.88634511,24.50585419
"Jul 21, 2017",7.950999315,7.727486651,7.950999315,7.871635454,7.888994448,21.12167276,24.56741677
"Jul 20, 2017",7.727486651,7.75064917,7.972707366,7.727486651,7.943640738,21.53386711,24.34378079
"Jul 19, 2017",7.75064917,7.711334095,7.782044154,7.723221857,7.729044983,20.94248168,24.36682884
"Jul 18, 2017",7.711334095,7.566631874,7.778048145,7.680069399,7.748839589,21.13699669,24.32738774
"Jul 17, 2017",7.566631874,7.596884398,7.709976571,7.566631874,7.709043606,20.90705299,24.18257488
"Jul 16, 2017",7.596884398,7.709810675,7.629863996,7.519166235,7.565182013,20.89120953,24.21270606
"Jul 15, 2017",7.709810675,7.766666867,7.710267945,7.596095927,7.600332297,20.71685332,24.32553293
"Jul 14, 2017",7.766666867,7.784348384,7.767793069,7.68855613,7.711253502,20.59827275,24.38228127
"Jul 13, 2017",7.784348384,7.754811682,7.793677521,7.758260846,7.765526671,20.54386401,24.39984495
"Jul 12, 2017",7.754811682,7.777327499,7.793054703,7.729796868,7.782740566,20.83427934,24.3701742
"Jul 11, 2017",7.777327499,7.834095347,7.788820825,7.739276483,7.756961318,21.00826431,24.39255974
"Jul 10, 2017",7.834095347,7.852676227,7.838800624,7.749809415,7.77172482,20.82870635,24.44917611
"Jul 09, 2017",7.852676227,7.832121318,7.876824402,7.831057374,7.831394941,20.08433408,24.46765568
"Jul 08, 2017",7.832121318,7.866565124,7.852182443,7.82096527,7.852182443,20.41310636,24.44697416
"Jul 07, 2017",7.866565124,7.866377266,7.978016103,7.823593909,7.831482293,20.63706722,24.48130282
"Jul 06, 2017",7.866377266,7.864369961,7.869676904,7.856199502,7.866553624,20.45140068,24.48100415
"Jul 05, 2017",7.864369961,7.848153086,7.871940536,7.839348331,7.864031816,20.663055,24.47888763
"Jul 04, 2017",7.848153086,7.823469845,7.875343505,7.847508599,7.863897294,20.70867592,24.46255082
"Jul 03, 2017",7.823469845,7.798276819,7.861341796,7.816203337,7.849347219,20.68671803,24.43774481
"Jul 02, 2017",7.798276819,7.821081621,7.829741759,7.781071702,7.826630668,20.5047951,24.41240776
"Jul 01, 2017",7.821081621,7.839620103,7.830135433,7.791204587,7.797517214,20.47469422,24.43508515
"Jun 30, 2017",7.839620103,7.850711311,7.847469526,7.815380574,7.816352491,20.57276034,24.45350554
"Jun 29, 2017",7.850711311,7.845036168,7.858961315,7.828229249,7.839651608,20.67195044,24.46450764
"Jun 28, 2017",7.845036168,7.815388644,7.864796323,7.817794511,7.853523256,20.89205457,24.45871156
"Jun 27, 2017",7.815388644,7.859633208,7.844808961,7.754905986,7.844808961,21.12190101,24.42895078
"Jun 26, 2017",7.859633208,7.866051305,7.869114974,7.773295727,7.815388644,21.23205739,24.47309927
"Jun 25, 2017",7.866051305,7.915172907,7.894415002,7.844679665,7.85918533,20.87263367,24.47942536
"Jun 24, 2017",7.915172907,7.903721882,7.922239303,7.856780348,7.866614959,20.70586532,24.5284361
"Jun 23, 2017",7.903721882,7.897679299,7.924857395,7.903363533,7.917503567,20.68381686,24.51686335
"Jun 22, 2017",7.897679299,7.90449356,7.909761215,7.879427736,7.903008751,20.81670153,24.51071606
"Jun 21, 2017",7.90449356,7.859899523,7.927327968,7.886231766,7.896961844,21.20974549,24.5174238
"Jun 20, 2017",7.859899523,7.843468174,7.924235178,7.859343654,7.909045031,21.34071378,24.47272285
"Jun 19, 2017",7.843468174,7.884331752,7.887152257,7.843468174,7.859258703,21.0926477,24.45617653
"Jun 18, 2017",7.884331752,7.829634367,7.886870564,7.83055677,7.843177825,20.88764404,24.49692982
"Jun 17, 2017",7.829634367,7.811799325,7.895506768,7.818011842,7.884531329,21.15147695,24.44212148
"Jun 16, 2017",7.811799325,7.823877997,7.839887863,7.777017294,7.831442589,20.90157101,24.42417514
"Jun 15, 2017",7.823877997,7.907239442,7.837834511,7.702086265,7.809776687,21.42945757,24.43613766
"Jun 14, 2017",7.907239442,7.893911568,7.932660028,7.7886012,7.82659077,21.25186851,24.51939078
"Jun 13, 2017",7.893911568,7.990651379,7.93345273,7.882458305,7.90729097,21.30055313,24.50595662
"Jun 12, 2017",7.990651379,7.986984252,8.005453817,7.831442589,7.885942294,21.66698884,24.60258382
"Jun 11, 2017",7.986984252,7.947374531,8.005233592,7.951745933,7.99230583,21.28425211,24.59880534
"Jun 10, 2017",7.947374531,7.940028315,7.989895986,7.918100858,7.988783877,21.42581369,24.55908575
"Jun 09, 2017",7.940028315,7.90856729,7.973055497,7.935809186,7.945842316,21.02259235,24.55162676
"Jun 08, 2017",7.90856729,7.961851258,7.942824107,7.890189493,7.939379827,20.97103956,24.52003735
"Jun 07, 2017",7.961851258,7.897608692,7.961851258,7.901214438,7.912847784,21.14046846,24.57319639
"Jun 06, 2017",7.897608692,7.828993751,8.006337567,7.897608692,7.959695159,21.46024328,24.50884087
"Jun 05, 2017",7.828993751,7.842981596,7.896109895,7.828125678,7.896109895,21.0375728,24.44009844
"Jun 04, 2017",7.842981596,7.82153085,7.857825022,7.804879501,7.828758888,21.02715585,24.45396359
"Jun 03, 2017",7.82153085,7.784901775,7.856284714,7.792996939,7.830167238,21.13864827,24.43236695
